,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1059,60,6.0,43.0,12352,2,3,1,1.0,3,1,6,3,3,1,4,7,5,1998,1999,2,2,16.0,16.0,2.0,290.0,2,3,3,2.0,3.0,4.0,1.0,638.0,6.0,0.0,215.0,853.0,2,1,1,1,853,900,0,1753,1.0,0.0,2,1,3,1,3.0,7,1.0,1,4.0,2.0,1998.0,2.0,2.0,534.0,3.0,3.0,2,0,74,0,0,0,0,0.0,0.0,6.0,0,3,2007,1.0,1
1060,60,6.0,68.0,9543,2,2,1,1.0,1,1,6,3,3,1,4,7,5,2001,2001,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,845.0,845.0,2,1,1,1,845,845,0,1690,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,2.0,2001.0,2.0,2.0,517.0,3.0,3.0,2,0,103,0,0,0,0,0.0,0.0,6.0,0,2,2007,1.0,1
1061,60,6.0,0.0,8826,2,1,1,1.0,1,1,6,3,3,1,4,7,5,2000,2000,2,2,16.0,16.0,2.0,144.0,2,3,3,2.0,3.0,4.0,1.0,841.0,6.0,0.0,144.0,985.0,2,1,1,1,985,857,0,1842,1.0,0.0,2,1,3,1,2.0,7,1.0,1,3.0,2.0,2000.0,1.0,2.0,486.0,3.0,3.0,2,193,96,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,1
1062,20,6.0,97.0,11800,2,2,2,1.0,1,1,6,3,3,1,1,5,5,1974,1974,2,2,7.0,7.0,4.0,0.0,3,3,2,2.0,3.0,2.0,3.0,663.0,6.0,0.0,201.0,864.0,2,3,1,1,894,0,0,894,0.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,2.0,1974.0,3.0,2.0,440.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,8,2007,1.0,5
1063,80,6.0,59.0,8660,2,2,1,1.0,1,1,6,3,3,1,8,5,5,1976,1976,2,2,16.0,16.0,2.0,113.0,3,2,2,2.0,3.0,2.0,1.0,502.0,6.0,0.0,513.0,1015.0,2,3,1,1,1025,0,0,1025,0.0,0.0,2,0,3,1,3.0,6,1.0,1,4.0,6.0,1979.0,3.0,2.0,370.0,3.0,3.0,2,127,0,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,1
1064,80,6.0,72.0,9720,2,1,1,1.0,1,1,6,3,3,1,8,5,7,1977,1977,2,2,11.0,16.0,2.0,51.0,3,3,2,3.0,0.0,2.0,2.0,755.0,6.0,0.0,240.0,995.0,2,3,1,1,1009,0,0,1009,0.0,0.0,2,0,3,1,3.0,6,1.0,1,4.0,6.0,1977.0,3.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,6,2007,1.0,1
1065,20,6.0,45.0,8982,2,2,1,1.0,3,1,6,3,3,1,1,5,5,1977,1977,2,2,6.0,6.0,4.0,0.0,3,3,2,2.0,3.0,2.0,2.0,539.0,6.0,0.0,501.0,1040.0,2,3,1,1,1040,0,0,1040,0.0,0.0,1,1,3,1,3.0,5,1.0,0,0.0,6.0,1977.0,3.0,2.0,748.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,1,2007,1.0,1
1066,20,6.0,39.0,16300,2,2,1,1.0,3,1,6,3,3,1,1,5,4,1977,1977,2,2,7.0,7.0,4.0,0.0,3,3,2,2.0,3.0,2.0,4.0,60.0,3.0,417.0,399.0,876.0,2,3,1,1,907,0,0,907,1.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,2.0,1977.0,2.0,1.0,308.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,1,2007,1.0,1
1067,20,6.0,75.0,9675,2,1,1,1.0,2,1,6,3,3,1,1,5,6,1975,1975,4,2,7.0,7.0,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,330.0,4.0,432.0,102.0,864.0,2,3,1,1,879,0,0,879,0.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,2.0,1975.0,3.0,2.0,440.0,3.0,3.0,2,0,80,0,0,0,0,0.0,0.0,6.0,0,9,2007,6.0,1
1068,20,6.0,60.0,7200,2,1,1,1.0,1,1,6,3,3,1,1,5,5,1972,2000,2,2,16.0,16.0,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,671.0,6.0,0.0,193.0,864.0,2,2,1,1,864,0,0,864,1.0,0.0,1,0,3,1,1.0,5,1.0,0,0.0,6.0,1977.0,1.0,2.0,576.0,2.0,1.0,2,155,0,0,0,0,0,0.0,0.0,6.0,0,9,2007,1.0,1
1069,20,6.0,60.0,7200,2,1,1,1.0,1,1,6,3,3,1,1,4,8,1972,2006,2,2,11.0,11.0,4.0,0.0,3,2,2,3.0,3.0,4.0,4.0,385.0,6.0,0.0,0.0,385.0,2,2,1,1,875,0,0,875,0.0,0.0,1,0,3,1,2.0,5,1.0,0,0.0,6.0,1975.0,3.0,2.0,728.0,3.0,3.0,2,352,0,0,0,0,0,0.0,0.0,6.0,0,10,2007,1.0,1
1070,20,6.0,0.0,11354,2,1,1,1.0,1,1,6,3,3,1,1,7,5,2000,2000,2,2,16.0,16.0,4.0,0.0,2,3,3,3.0,3.0,1.0,1.0,1412.0,6.0,0.0,261.0,1673.0,2,1,1,1,1673,0,0,1673,1.0,0.0,2,0,3,1,2.0,7,1.0,1,3.0,2.0,2000.0,2.0,2.0,583.0,3.0,3.0,2,306,113,0,0,116,0,0.0,0.0,6.0,0,1,2007,1.0,1
1071,60,6.0,70.0,8749,2,1,1,1.0,1,1,6,3,3,1,4,7,5,2003,2003,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,654.0,6.0,0.0,325.0,979.0,2,1,1,1,992,940,0,1932,1.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,2.0,2003.0,2.0,2.0,610.0,3.0,3.0,2,0,120,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
1072,60,6.0,65.0,8158,2,1,1,1.0,1,1,6,3,3,1,4,7,5,2002,2002,2,2,16.0,16.0,2.0,214.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,860.0,860.0,2,1,1,1,860,869,0,1729,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,2.0,2002.0,1.0,2.0,542.0,3.0,3.0,2,386,63,0,0,0,0,0.0,0.0,6.0,0,8,2007,1.0,1
1073,20,6.0,73.0,11927,2,1,1,1.0,1,1,6,3,3,1,1,8,5,1994,1995,4,2,7.0,7.0,2.0,519.0,2,3,3,2.0,3.0,1.0,3.0,408.0,1.0,465.0,683.0,1556.0,2,1,1,1,1592,0,0,1592,0.0,0.0,2,0,3,1,2.0,7,1.0,1,3.0,2.0,1994.0,1.0,2.0,484.0,3.0,3.0,2,120,35,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
1074,60,6.0,0.0,12728,2,1,1,1.0,1,1,6,3,3,1,4,8,5,2001,2001,2,2,16.0,16.0,2.0,256.0,2,3,3,2.0,3.0,3.0,1.0,1198.0,6.0,0.0,333.0,1531.0,2,1,1,1,1531,908,0,2439,1.0,0.0,2,1,4,1,2.0,7,1.0,1,3.0,2.0,2001.0,1.0,2.0,560.0,3.0,3.0,2,184,121,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,1
1075,60,6.0,0.0,15295,2,4,1,1.0,2,1,6,3,3,1,4,7,5,1996,2002,2,2,16.0,16.0,2.0,254.0,2,3,3,2.0,3.0,3.0,1.0,762.0,6.0,0.0,98.0,860.0,2,1,1,1,1212,780,0,1992,1.0,0.0,2,1,3,1,2.0,7,3.0,2,3.0,2.0,1996.0,2.0,2.0,608.0,3.0,3.0,2,225,32,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
1076,20,6.0,73.0,17227,2,3,1,1.0,3,2,6,3,3,1,1,8,5,1999,2000,2,2,16.0,16.0,2.0,158.0,2,3,3,2.0,3.0,1.0,1.0,915.0,6.0,0.0,426.0,1341.0,2,1,1,1,1341,0,0,1341,1.0,0.0,1,1,1,1,2.0,5,1.0,1,3.0,2.0,1999.0,2.0,2.0,482.0,3.0,3.0,2,240,84,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,1
1077,60,6.0,70.0,8145,2,2,1,1.0,1,1,6,3,3,1,4,7,5,2007,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,738.0,738.0,2,1,1,1,738,738,0,1476,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,2.0,2007.0,2.0,2.0,552.0,3.0,3.0,2,0,35,0,0,0,0,0.0,0.0,6.0,0,6,2007,4.0,6
1078,20,6.0,65.0,8769,2,1,1,1.0,4,1,6,3,3,1,1,7,5,2005,2005,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,709.0,6.0,0.0,460.0,1169.0,2,1,1,1,1190,0,0,1190,1.0,0.0,2,0,2,1,2.0,5,1.0,0,0.0,2.0,2005.0,2.0,2.0,578.0,3.0,3.0,2,100,41,0,0,0,0,0.0,0.0,6.0,0,10,2007,1.0,1
1079,20,6.0,64.0,8334,2,1,1,1.0,1,1,6,3,3,1,1,6,5,2006,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1330.0,1330.0,2,1,1,1,1330,0,0,1330,0.0,0.0,2,0,3,1,2.0,6,1.0,1,2.0,2.0,2006.0,1.0,2.0,437.0,3.0,3.0,2,0,23,0,0,0,0,0.0,0.0,6.0,0,7,2007,4.0,6
1080,60,6.0,64.0,8333,2,1,1,1.0,1,1,6,3,3,1,4,7,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,738.0,738.0,2,2,1,1,738,753,0,1491,0.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,2.0,2006.0,2.0,2.0,484.0,3.0,3.0,2,100,30,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
1081,60,6.0,64.0,9045,2,2,1,1.0,1,1,6,3,3,1,4,5,5,2005,2005,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,3.0,6.0,0.0,6.0,0.0,768.0,768.0,2,1,1,1,768,768,0,1536,0.0,0.0,2,1,3,1,2.0,6,1.0,0,0.0,2.0,2005.0,1.0,2.0,400.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
1082,85,6.0,75.0,9825,2,1,4,1.0,1,1,8,3,3,1,7,5,5,1967,1967,2,2,7.0,7.0,2.0,162.0,3,3,2,2.0,3.0,1.0,2.0,936.0,6.0,0.0,0.0,936.0,2,2,1,1,936,0,0,936,1.0,0.0,1,0,2,1,3.0,4,1.0,1,4.0,2.0,1967.0,3.0,1.0,384.0,3.0,3.0,2,405,0,0,0,0,0,0.0,0.0,4.0,450,8,2007,1.0,2
1083,20,6.0,67.0,8308,2,1,1,1.0,1,1,8,3,3,1,1,4,6,1963,1963,2,2,16.0,16.0,5.0,20.0,3,2,2,3.0,3.0,4.0,3.0,132.0,5.0,841.0,115.0,1088.0,2,3,1,1,1088,0,0,1088,0.0,0.0,1,0,2,1,3.0,4,1.0,0,0.0,6.0,2002.0,3.0,2.0,520.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,6.0,0,6,2007,5.0,1
1084,50,6.0,74.0,16287,2,1,1,1.0,1,1,8,3,3,1,2,5,6,1925,1950,2,2,16.0,16.0,4.0,0.0,3,2,2,3.0,3.0,4.0,2.0,130.0,3.0,105.0,666.0,901.0,2,3,1,1,901,450,0,1351,1.0,0.0,1,0,3,1,3.0,7,1.0,1,2.0,6.0,1975.0,3.0,2.0,576.0,3.0,3.0,1,0,0,43,0,100,0,0.0,0.0,6.0,0,7,2007,1.0,1
1085,20,6.0,80.0,8240,2,1,1,1.0,1,1,8,3,3,1,1,6,6,1960,1960,4,2,7.0,7.0,5.0,198.0,3,3,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1179.0,1179.0,2,2,1,1,1179,0,0,1179,0.0,0.0,1,0,2,1,3.0,5,3.0,0,0.0,2.0,1960.0,1.0,2.0,622.0,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,6.0,0,6,2007,1.0,1
1086,80,6.0,65.0,6285,2,1,1,1.0,1,1,8,3,3,1,8,6,6,1976,1976,2,2,7.0,11.0,4.0,0.0,3,4,2,3.0,3.0,2.0,1.0,504.0,6.0,0.0,456.0,960.0,2,3,1,1,1044,0,0,1044,1.0,0.0,1,0,3,1,3.0,7,1.0,1,4.0,6.0,1976.0,3.0,2.0,528.0,3.0,4.0,2,228,0,0,0,0,0,0.0,0.0,6.0,0,4,2007,1.0,1
1087,90,6.0,0.0,9555,2,2,1,1.0,3,1,8,3,3,3,4,5,6,1979,1979,2,2,11.0,11.0,4.0,0.0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1,1100,1133,0,2233,0.0,0.0,2,1,5,2,3.0,11,1.0,0,0.0,2.0,1979.0,1.0,2.0,579.0,3.0,2.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,2,2007,1.0,1
1088,60,6.0,60.0,7023,2,1,1,1.0,1,1,8,3,3,1,4,5,5,2005,2006,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,2.0,4.0,1.0,611.0,6.0,0.0,123.0,734.0,2,2,1,1,734,674,0,1408,1.0,0.0,2,1,3,1,3.0,6,1.0,0,0.0,4.0,2005.0,1.0,2.0,489.0,3.0,3.0,2,0,85,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
1089,20,6.0,128.0,39290,2,2,2,1.0,1,1,8,3,3,1,1,10,5,2008,2009,4,2,6.0,6.0,5.0,1224.0,1,3,3,1.0,3.0,1.0,1.0,4010.0,6.0,0.0,1085.0,5095.0,2,1,1,1,5095,0,0,5095,1.0,1.0,2,1,2,1,1.0,15,1.0,2,2.0,2.0,2008.0,1.0,3.0,1154.0,3.0,3.0,2,546,484,0,0,0,0,0.0,0.0,6.0,17000,10,2007,4.0,6
1090,180,8.0,35.0,3675,2,1,1,1.0,1,1,8,3,3,4,7,6,5,2005,2005,2,2,16.0,16.0,5.0,76.0,3,3,3,2.0,3.0,1.0,1.0,467.0,6.0,0.0,80.0,547.0,2,1,1,1,1072,0,0,1072,1.0,0.0,1,0,2,1,2.0,5,1.0,0,0.0,3.0,2005.0,1.0,2.0,525.0,3.0,3.0,2,0,44,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
1091,20,6.0,64.0,6400,2,1,1,1.0,1,1,8,3,3,1,1,5,7,1959,2000,2,2,19.0,18.0,4.0,0.0,3,3,2,3.0,3.0,2.0,4.0,77.0,2.0,831.0,52.0,960.0,2,1,1,1,960,0,0,960,1.0,0.0,1,0,2,1,4.0,4,1.0,0,0.0,6.0,1959.0,3.0,1.0,392.0,3.0,3.0,2,144,0,35,0,0,0,0.0,0.0,6.0,0,12,2007,1.0,1
1092,90,6.0,74.0,6882,2,1,1,1.0,2,1,8,3,3,3,1,4,3,1955,1955,2,2,1.0,11.0,1.0,128.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,1,1152,0,0,1152,0.0,0.0,2,0,2,2,4.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,6.0,0,9,2007,1.0,1
1093,90,6.0,52.0,8741,2,1,1,1.0,1,1,8,3,3,3,1,5,6,1946,1950,2,2,11.0,11.0,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1195.0,1195.0,2,3,0,1,1195,0,0,1195,0.0,0.0,2,0,4,2,3.0,8,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,118,0,0,0,0,0,0.0,3.0,6.0,0,7,2007,1.0,2
1094,40,6.0,62.0,10042,2,1,2,1.0,2,1,8,3,3,1,2,6,8,1920,1995,2,2,17.0,17.0,4.0,0.0,3,3,1,3.0,3.0,4.0,5.0,144.0,2.0,278.0,238.0,660.0,2,3,1,1,740,125,0,865,1.0,0.0,1,0,2,1,3.0,4,1.0,1,2.0,6.0,1920.0,3.0,1.0,216.0,3.0,3.0,2,0,0,84,0,0,0,0.0,0.0,6.0,0,8,2007,1.0,1
1095,20,6.0,60.0,8172,2,1,1,1.0,1,1,8,3,3,1,1,4,5,1955,1955,2,2,9.0,9.0,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,544.0,6.0,0.0,224.0,768.0,2,3,1,1,768,0,0,768,0.0,0.0,1,0,2,1,3.0,4,1.0,1,4.0,6.0,1959.0,3.0,1.0,355.0,3.0,3.0,2,0,0,196,0,0,0,0.0,2.0,6.0,0,7,2007,1.0,1
1096,20,6.0,60.0,8172,2,1,3,1.0,1,1,8,3,3,1,1,4,5,1955,1955,2,2,19.0,11.0,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,682.0,6.0,0.0,182.0,864.0,2,3,1,1,864,0,0,864,1.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,6.0,1996.0,3.0,2.0,528.0,3.0,3.0,1,196,0,0,0,0,0,0.0,0.0,6.0,0,10,2007,5.0,5
1097,90,6.0,60.0,10890,2,1,1,1.0,1,1,19,3,3,3,4,5,6,1923,1950,4,2,17.0,11.0,4.0,0.0,3,3,3,3.0,3.0,3.0,4.0,371.0,6.0,0.0,925.0,1296.0,4,4,0,2,1296,1296,0,2592,2.0,0.0,2,0,6,2,3.0,12,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,742,240,0,0,0,0.0,0.0,4.0,1512,1,2007,1.0,3
1098,30,6.0,54.0,7223,2,1,1,1.0,1,1,7,3,3,1,1,5,5,1926,1950,4,2,14.0,11.0,4.0,0.0,3,3,3,3.0,3.0,3.0,3.0,319.0,6.0,0.0,971.0,1290.0,2,3,1,1,1422,0,0,1422,0.0,0.0,1,0,3,1,3.0,6,1.0,0,0.0,6.0,1973.0,3.0,1.0,352.0,3.0,3.0,2,0,0,64,0,0,0,0.0,2.0,6.0,0,4,2007,1.0,1
1099,50,6.0,51.0,6821,2,1,3,1.0,1,1,7,3,3,1,2,6,7,1921,2005,2,2,17.0,17.0,4.0,0.0,3,3,1,3.0,3.0,4.0,3.0,113.0,6.0,0.0,538.0,651.0,2,2,1,1,759,539,0,1298,0.0,0.0,2,0,2,1,3.0,8,1.0,1,2.0,6.0,1994.0,3.0,1.0,240.0,3.0,3.0,3,216,0,168,0,0,0,0.0,0.0,6.0,0,8,2007,1.0,1
1100,70,6.0,63.0,4000,2,1,1,1.0,1,1,7,3,3,1,4,7,8,1930,1995,2,2,17.0,17.0,4.0,0.0,3,3,1,2.0,3.0,4.0,1.0,246.0,6.0,0.0,285.0,531.0,2,3,1,1,567,531,0,1098,1.0,0.0,1,0,2,1,3.0,5,1.0,1,2.0,6.0,1930.0,3.0,1.0,216.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,6,2007,1.0,1
1101,70,6.0,53.0,6720,2,1,1,1.0,1,1,7,3,3,1,4,6,7,1921,1950,2,2,16.0,16.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,585.0,585.0,2,3,0,1,851,585,0,1436,0.0,0.0,1,0,3,1,3.0,7,1.0,1,2.0,6.0,1992.0,3.0,1.0,228.0,3.0,3.0,2,184,0,0,0,0,0,0.0,0.0,6.0,0,4,2007,2.0,1
1102,70,6.0,53.0,7155,2,1,1,1.0,1,1,7,3,3,1,4,6,8,1926,1991,2,2,17.0,17.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,686.0,686.0,2,3,1,1,686,775,0,1461,0.0,0.0,1,0,3,1,3.0,6,1.0,1,2.0,6.0,1926.0,3.0,1.0,225.0,3.0,3.0,1,0,0,116,0,0,0,0.0,2.0,6.0,0,7,2007,1.0,1
1103,70,6.0,60.0,7230,2,1,1,1.0,1,1,7,3,3,1,6,7,7,1927,1992,2,2,16.0,16.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,851.0,851.0,2,2,1,1,867,851,0,1718,0.0,0.0,2,1,4,1,2.0,8,1.0,1,3.0,6.0,1927.0,3.0,2.0,264.0,3.0,3.0,2,291,0,60,0,153,0,0.0,1.0,6.0,0,10,2007,1.0,1
1104,20,6.0,126.0,13108,2,3,3,1.0,1,1,7,3,3,1,1,5,5,1951,1951,2,2,17.0,17.0,4.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,1226,0,0,1226,0.0,0.0,1,1,2,1,3.0,7,2.0,1,2.0,2.0,1951.0,1.0,2.0,400.0,3.0,3.0,2,174,24,120,0,228,0,0.0,0.0,6.0,0,6,2007,1.0,1
1105,50,6.0,110.0,7810,2,2,3,1.0,1,1,7,3,3,1,2,4,6,1930,2003,2,2,1.0,6.0,4.0,0.0,3,2,1,3.0,2.0,4.0,1.0,189.0,6.0,0.0,741.0,930.0,2,1,1,1,1230,525,0,1755,0.0,0.0,2,0,4,1,2.0,7,1.0,1,3.0,6.0,1930.0,3.0,1.0,231.0,4.0,3.0,2,0,40,0,0,0,0,0.0,0.0,6.0,0,11,2007,1.0,1
1106,190,6.0,79.0,6221,2,2,1,1.0,1,1,7,3,3,2,2,5,5,1941,1950,2,2,16.0,16.0,4.0,0.0,3,3,2,3.0,4.0,4.0,5.0,533.0,6.0,0.0,195.0,728.0,2,1,1,1,760,595,0,1355,0.0,0.0,2,0,3,1,3.0,5,1.0,0,0.0,6.0,1966.0,3.0,2.0,528.0,3.0,3.0,2,0,0,0,0,144,0,0.0,2.0,6.0,0,10,2007,1.0,1
1107,20,6.0,0.0,25485,2,2,1,1.0,3,1,7,3,3,1,1,6,4,1960,1960,2,2,17.0,9.0,2.0,423.0,3,4,2,3.0,2.0,3.0,5.0,540.0,4.0,1020.0,0.0,1560.0,2,3,1,1,1560,0,0,1560,0.0,0.0,1,1,3,1,3.0,6,1.0,3,3.0,2.0,1960.0,2.0,2.0,580.0,3.0,3.0,2,0,75,584,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
1108,20,6.0,0.0,21579,2,2,1,1.0,3,1,7,3,3,1,1,6,6,1968,1968,4,2,7.0,4.0,4.0,0.0,3,3,3,2.0,3.0,4.0,3.0,813.0,6.0,0.0,675.0,1488.0,2,1,1,1,1488,0,0,1488,0.0,1.0,2,0,3,1,3.0,7,1.0,2,2.0,2.0,1968.0,2.0,2.0,552.0,3.0,3.0,2,0,0,216,0,0,0,0.0,0.0,6.0,0,9,2007,2.0,1
1109,160,8.0,24.0,1782,2,1,1,1.0,1,1,2,3,3,5,4,6,6,1980,1980,2,2,9.0,9.0,4.0,0.0,3,2,2,2.0,3.0,4.0,1.0,330.0,6.0,0.0,186.0,516.0,2,2,1,1,529,516,0,1045,0.0,0.0,1,0,2,1,3.0,5,1.0,1,3.0,6.0,1980.0,3.0,2.0,462.0,3.0,3.0,2,180,0,0,0,0,0,0.0,2.0,6.0,0,12,2007,1.0,1
1110,20,6.0,0.0,17871,2,3,1,1.0,1,1,7,3,3,1,1,4,5,1995,1996,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1680.0,1680.0,2,2,1,1,1680,0,0,1680,0.0,0.0,2,0,4,1,2.0,7,1.0,0,0.0,2.0,1996.0,3.0,2.0,628.0,3.0,3.0,2,152,0,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
1111,120,8.0,35.0,3907,2,2,2,1.0,1,2,2,3,3,4,1,8,5,1988,1988,2,2,7.0,7.0,4.0,0.0,3,3,2,2.0,3.0,1.0,1.0,577.0,6.0,0.0,427.0,1004.0,2,2,1,1,1020,0,0,1020,1.0,0.0,1,0,1,1,3.0,4,1.0,0,0.0,2.0,1988.0,3.0,2.0,509.0,3.0,3.0,2,135,0,0,0,0,0,0.0,0.0,6.0,0,3,2007,1.0,1
1112,20,6.0,0.0,20693,2,2,2,1.0,2,1,7,3,3,1,1,7,5,1971,1971,2,2,11.0,11.0,2.0,652.0,3,3,2,2.0,3.0,4.0,4.0,434.0,6.0,0.0,1262.0,1696.0,2,1,1,1,1696,0,0,1696,0.0,0.0,2,0,3,1,3.0,7,1.0,2,3.0,2.0,1971.0,1.0,2.0,625.0,3.0,3.0,2,0,146,0,0,0,0,0.0,3.0,6.0,0,2,2007,1.0,1
1113,20,6.0,70.0,18044,2,2,3,1.0,3,1,7,3,3,1,1,8,5,1986,1986,2,2,19.0,11.0,4.0,0.0,2,3,2,2.0,3.0,4.0,6.0,0.0,6.0,0.0,279.0,279.0,2,2,1,1,2726,0,0,2726,0.0,0.0,2,1,2,1,2.0,6,1.0,1,2.0,2.0,1986.0,1.0,2.0,691.0,2.0,2.0,2,216,64,169,0,0,228,1.0,0.0,6.0,0,8,2007,1.0,1
1114,50,8.0,50.0,7000,2,1,1,1.0,2,1,10,3,3,1,2,6,7,1940,1950,2,2,17.0,17.0,4.0,0.0,3,3,1,3.0,3.0,4.0,2.0,375.0,6.0,0.0,345.0,720.0,2,2,1,2,720,495,0,1215,0.0,0.0,1,0,3,1,2.0,6,1.0,0,0.0,6.0,1965.0,1.0,2.0,720.0,3.0,3.0,2,0,0,30,0,0,0,0.0,2.0,6.0,0,5,2007,1.0,1
1115,50,8.0,50.0,7288,2,1,1,1.0,1,1,10,1,3,1,2,5,7,1925,2003,2,2,16.0,16.0,4.0,0.0,2,2,1,3.0,5.0,4.0,6.0,0.0,6.0,0.0,936.0,936.0,2,1,1,1,936,665,0,1601,0.0,0.0,2,0,3,1,3.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,176,0,0,0.0,0.0,6.0,0,9,2007,1.0,1
1116,70,8.0,50.0,9060,2,1,1,1.0,1,1,10,3,3,1,4,5,6,1923,1999,2,2,17.0,11.0,4.0,0.0,3,3,1,2.0,3.0,4.0,2.0,548.0,6.0,0.0,311.0,859.0,2,1,1,1,942,886,0,1828,0.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2,174,0,212,0,0,0,0.0,2.0,6.0,0,3,2007,1.0,4
